id,file,periods,jan_lo,jan_hi,jul_lo,jul_hi,annual_min,annual_max,amplitude,seasonless,max_diurnal,mud,sandstorm,snow_months
235,235-Tabriz.txt,12,-4.0,13.0,24.0,37.0,-4.0,37.0,26.0,,18.0,[1.0],,3
236,236-Mashhad.txt,12,-4.0,13.0,24.0,37.0,-4.0,37.0,26.0,,18.0,[1.0],,3
237,237-Lake Onega.txt,0,,,,,,,,,,,,
238,238-San Francisco Bay.txt,0,,,,,,,,,,,,
239,239-Wielkopolskie.txt,12,-17.0,8.0,11.0,26.0,-17.0,26.0,23.0,,25.0,[1.0],,4
240,240-Somaliland.txt,12,11.0,25.0,13.0,26.0,10.0,28.0,4.0,,15.0,[1.0],,0
241,241-Donbass.txt,12,-21.0,6.0,13.0,30.0,-21.0,30.0,29.0,,27.0,[1.6],,7
242,242-Cyrenaica.txt,12,6.0,22.0,19.0,32.0,6.0,34.0,12.5,,16.0,[1.0],YES,0
243,243-Atlantic France.txt,12,-5.0,13.0,11.0,26.0,-5.0,27.0,14.5,,20.0,[1.0],,4
244,244-East India.txt,12,12.0,26.0,23.0,35.0,12.0,36.0,10.0,,15.0,[0.5],,0
245,245-Hejaz.txt,12,11.0,26.0,18.0,31.0,11.0,34.0,8.5,,15.0,[1.0],YES,0
246,246-Angola.txt,12,15.0,29.0,9.0,24.0,9.0,30.0,6.5,,16.0,[1.0],,0
247,247-Karelia.txt,12,-25.0,1.0,8.0,25.0,-25.0,25.0,28.5,,28.0,[1.5],,7
248,248-Denmark.txt,12,-12.0,9.0,9.0,24.0,-12.0,25.0,18.5,,22.0,[1.0],,5
249,249-Arkhangelsk.txt,12,-31.0,-3.0,6.0,25.0,-31.0,25.0,32.5,,30.0,[0.3],,7
250,250-Central Chernozem.txt,0,,,,,,,,,,,,
251,251-Turkestan.txt,12,-22.0,2.0,19.0,34.0,-23.0,34.0,36.5,,28.0,[1.3],,7
252,252-Irkutsk.txt,12,-37.0,-8.0,10.0,26.0,-37.0,26.0,40.5,,29.0,[0.7],,9
253,253-Thailand.txt,12,16.0,32.0,20.0,33.0,16.0,36.0,5.5,,16.0,[0.5],,0
254,254-Patagonia.txt,12,2.0,8.0,2.0,8.0,2.0,8.0,0.0,YES,6.0,[1.0],,0
255,255-Guiana.txt,12,26.0,28.0,27.0,29.0,26.0,30.0,1.0,,4.0,[1.0],,0
256,256-Kashmir.txt,12,-22.0,-7.0,2.0,15.0,-22.0,15.0,23.0,,15.0,[0.0],,4
257,257-Senegambia.txt,12,17.0,30.0,16.0,29.0,16.0,33.0,4.5,,13.0,[1.0],,0
258,258-Svealand.txt,12,-16.0,6.0,9.0,24.0,-16.0,24.0,21.5,,22.0,[0.6],,6
259,259-Gold Coast.txt,12,19.0,33.0,18.0,31.0,18.0,37.0,5.0,,15.0,[1.0],,0
260,260-Central India.txt,12,10.0,24.0,23.0,37.0,10.0,42.0,17.5,,16.0,[1.0],,3
261,261-Mozambique.txt,12,21.0,34.0,14.0,26.0,13.0,34.0,7.5,,15.0,[1.0],,0
262,262-Pomerania.txt,12,-17.0,8.0,11.0,26.0,-17.0,26.0,23.0,,25.0,[1.0],,4
263,263-Sinai .txt,12,0.0,17.0,27.0,41.0,0.0,41.0,25.5,,18.0,[1.0],YES,0
264,264-Jordan.txt,12,0.0,17.0,27.0,41.0,0.0,41.0,25.5,,18.0,[1.0],YES,0
265,265-Palestine.txt,12,0.0,17.0,27.0,41.0,0.0,41.0,25.5,,18.0,[1.0],YES,0
266,266-Gulf of Tonkin.txt,1,16.0,36.0,16.0,36.0,16.0,36.0,0.0,YES,20.0,[0.5],,0
267,267-Gulf of Aden.txt,0,,,,,,,,,,,,
268,268-Lake Ladoga.txt,0,,,,,,,,,,,,
269,269-Aral Sea.txt,0,,,,,,,,,,,,
270,270-Zambia.txt,12,18.0,31.0,7.0,22.0,7.0,32.0,10.0,,15.0,[1.0],,0
271,271-Kenia.txt,12,11.0,25.0,13.0,26.0,10.0,28.0,4.0,,15.0,[1.0],,0
272,272-White Nile.txt,12,5.0,21.0,23.0,38.0,5.0,38.0,18.0,,17.0,[1.0],YES,0
273,273-Somalia.txt,12,11.0,25.0,13.0,26.0,10.0,28.0,4.0,,15.0,[1.0],,0
274,274-Coastak Yugoslavia.txt,12,-3.0,15.0,16.0,31.0,-3.0,31.0,17.5,,18.0,[1.0],,3
275,275-Lower Egypt.txt,12,5.0,21.0,23.0,38.0,5.0,38.0,18.0,,17.0,[1.0],YES,0
276,276-Afar Triple Junction.txt,12,11.0,25.0,13.0,26.0,10.0,28.0,4.0,,15.0,[1.0],,0
277,277-Katanga.txt,12,18.0,31.0,7.0,22.0,7.0,32.0,10.0,,15.0,[1.0],,0
278,278-Kivu.txt,12,18.0,31.0,7.0,22.0,7.0,32.0,10.0,,15.0,[1.0],,0
279,279-Darfur.txt,12,13.0,24.0,28.0,35.0,13.0,40.0,15.0,,15.0,[1.0],YES,0
280,280-Ecuatiorian Congo.txt,12,19.0,32.0,18.0,30.0,18.0,32.0,1.5,,14.0,[1.0],,0
281,281-Upper Volta.txt,12,5.0,21.0,23.0,38.0,5.0,38.0,18.0,,17.0,[1.0],YES,0
282,282-Tombouctou.txt,12,6.0,22.0,19.0,32.0,6.0,34.0,12.5,,16.0,[1.0],YES,0
283,283-Tibesti Mountains.txt,12,6.0,22.0,19.0,32.0,6.0,34.0,12.5,,16.0,[1.0],YES,0
284,284-Air Mountains.txt,12,6.0,22.0,19.0,32.0,6.0,34.0,12.5,,16.0,[1.0],YES,0
285,285-Grand Erg.txt,12,6.0,22.0,19.0,32.0,6.0,34.0,12.5,,16.0,[1.0],YES,0
286,286-Tademait Platreau.txt,12,6.0,22.0,19.0,32.0,6.0,34.0,12.5,,16.0,[1.0],YES,0
287,287-Lybian Desert.txt,12,6.0,22.0,19.0,32.0,6.0,34.0,12.5,,16.0,[1.0],YES,0
288,288-Central Yugoslavia.txt,12,-15.0,9.0,14.0,29.0,-15.0,29.0,24.5,,24.0,[0.8],,7
289,289-Guinea.txt,12,5.0,21.0,23.0,38.0,5.0,38.0,18.0,,17.0,[1.0],YES,0
290,290-Biafra.txt,12,19.0,33.0,18.0,31.0,18.0,37.0,5.0,,15.0,[1.0],,0
291,291-Nigerian Plateaus.txt,12,13.0,24.0,28.0,35.0,13.0,40.0,15.0,,15.0,[1.0],YES,0
292,292-North Zambia.txt,12,19.0,32.0,18.0,30.0,18.0,32.0,1.5,,14.0,[1.0],,0
293,293-Zambeze-Nyasa.txt,12,19.0,33.0,18.0,31.0,18.0,37.0,5.0,,15.0,[1.0],,0
294,294-Namibia.txt,12,17.0,32.0,3.0,17.0,3.0,32.0,14.5,,15.0,[1.0],,0
295,295-Zambeze-Niassa.txt,12,13.0,27.0,11.0,24.0,11.0,27.0,3.0,,14.0,[1.0],,0
296,296-South Congo.txt,12,19.0,32.0,18.0,30.0,18.0,32.0,1.5,,14.0,[1.0],,0
297,297-Botswana.txt,12,19.0,33.0,18.0,31.0,18.0,37.0,5.0,,15.0,[1.0],,0
298,298-Cameroon.txt,12,19.0,34.0,19.0,33.0,19.0,40.0,7.0,,17.0,[1.0],YES,0
299,299-Pampas.txt,12,20.0,30.0,10.0,20.0,10.0,30.0,10.0,,11.0,[1.0],,0
300,300-Altiplano.txt,12,20.0,30.0,10.0,20.0,10.0,30.0,10.0,,11.0,[1.0],,0
301,301-Lake Victoria basin.txt,0,,,,,,,,,,,,
302,302-Cuyo.txt,12,-17.0,3.0,3.0,19.0,-18.0,19.0,18.5,,21.0,[0.0],,4
303,303-Chaco.txt,12,17.0,32.0,3.0,17.0,3.0,32.0,14.5,,15.0,[1.0],,0
304,304-Chile.txt,12,17.0,32.0,3.0,17.0,3.0,32.0,14.5,,15.0,[1.0],,0
305,305-North Brazil.txt,12,20.0,30.0,10.0,20.0,10.0,30.0,10.0,,11.0,[1.0],,0
306,306-Sonora.txt,12,-17.0,10.0,13.0,28.0,-17.0,28.0,24.0,,27.0,[1.0],,4
307,307-Yucatan.txt,12,26.0,28.0,27.0,29.0,26.0,30.0,1.0,,4.0,[1.0],,0
308,308-Northern Mexico.txt,12,-3.0,18.0,21.0,36.0,-3.0,36.0,21.5,,21.0,[1.0],,5
309,309-East Spain.txt,12,-8.0,12.0,11.0,26.0,-8.0,26.0,16.5,,20.0,[1.0],,0
310,310-South Yugoslavia.txt,12,-14.0,10.0,16.0,30.0,-14.0,31.0,25.0,,24.0,[1.0],,6
311,311-Golden Triangle.txt,12,15.0,29.0,21.0,33.0,15.0,36.0,7.5,,15.0,[0.5],,0
312,312-Bengala.txt,12,16.0,32.0,20.0,33.0,16.0,36.0,5.5,,16.0,[0.5],,0
313,313-Mekong Delta.txt,12,16.0,32.0,20.0,33.0,16.0,36.0,5.5,,16.0,[0.5],,0
314,314-Annam.txt,12,16.0,32.0,20.0,33.0,16.0,36.0,5.5,,16.0,[0.5],,0
315,315-Tonkin.txt,1,16.0,36.0,16.0,36.0,16.0,36.0,0.0,YES,20.0,[0.5],,0
316,316-Sind-Balochistan.txt,12,10.0,24.0,23.0,37.0,10.0,42.0,17.5,,16.0,[1.0],,3
317,317-Yemen.txt,12,11.0,26.0,18.0,31.0,11.0,34.0,8.5,,15.0,[1.0],YES,0
318,318-Hadhramaut.txt,12,11.0,26.0,18.0,31.0,11.0,34.0,8.5,,15.0,[1.0],YES,0
319,319-Lesser Sunda Islands.txt,12,17.0,32.0,17.0,31.0,17.0,33.0,1.5,,15.0,[1.0],,0
320,320-North Spain.txt,12,-17.0,3.0,3.0,19.0,-18.0,19.0,18.5,,21.0,[0.0],,4
321,321-Loess Plateau.txt,12,-18.0,-1.0,14.0,28.0,-18.0,28.0,30.5,,19.0,[1.0],,5
322,322-East China Coast.txt,12,0.0,17.0,21.0,34.0,0.0,34.0,19.0,,19.0,[0.5],,0
323,323-Southern Plains.txt,12,-5.0,12.0,21.0,36.0,-5.0,36.0,25.5,,17.0,"[1.0, 1.05]",,0
324,324-Yungui Plateau.txt,12,15.0,29.0,21.0,33.0,15.0,36.0,7.5,,15.0,[0.5],,0
325,325-Straits of Magellan.txt,0,,,,,,,,,,,,
326,326-Macedonia.txt,12,-14.0,10.0,16.0,30.0,-14.0,31.0,25.0,,24.0,[1.0],,6
327,327-East Thrace.txt,12,-11.0,8.0,14.0,28.0,-11.0,28.0,22.5,,22.0,[1.0],,6
